,CUSTNO,avg_grade,가공_avg,가구/인테_avg,일상_avg,스포츠_avg,패션잡화_avg,교육/문화_avg,기타_avg,가전_avg,의류_avg,신선_avg,의약품_avg,사치품_avg,food_grade,fun_grade,etc_grade,fresh_grade,fashion_grade,necce_grade,sport_grade,stuff_grade,digital_grade,edu_grade,high_grade,medi_grade,fre_grade,GENDER,AGE,target_grade,R_grade
5766,5767,2.0,1.0,1.6666666666666667,2.0,1.6666666666666667,1.0,1.0,1.0,0.0,1.3333333333333333,2.0,1.3333333333333333,0.0,5.0,2.0,0.0,5.0,5.0,2.0,2.0,5.0,0.0,2.0,0.0,5.0,2.0,1,4,0.0,5.0
5767,5768,3.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,2.6666666666666665,3.6666666666666665,3.0,0.0,2.6666666666666665,6.0,5.0,0.0,3.0,6.0,3.0,5.0,3.0,4.0,0.0,2.0,0.0,5.0,0,4,0.0,4.0
5768,5769,1.0,1.0,0.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,5.0,1,4,0.0,5.0
5769,5770,3.0,2.0,2.6666666666666665,3.333333333333333,2.0,1.0,0.0,0.0,1.3333333333333333,3.0,3.0,0.0,4.0,3.0,2.0,0.0,5.0,3.0,3.0,5.0,5.0,2.0,0.0,5.0,0.0,5.0,1,4,1.0,4.0
5770,5771,1.0,1.0,0.0,1.6666666666666667,0.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1,4,0.0,4.0
5771,5772,1.0,1.0,0.6666666666666666,2.0,1.0,1.3333333333333333,1.0,0.0,0.0,1.0,2.0,1.6666666666666667,0.0,4.0,4.0,0.0,1.0,4.0,2.0,2.0,4.0,0.0,4.0,0.0,6.0,6.0,1,4,0.0,5.0
5772,5773,2.0,2.0,1.3333333333333333,2.6666666666666665,3.0,2.333333333333333,0.6666666666666666,0.0,0.0,3.0,3.0,0.0,1.3333333333333333,5.0,2.0,0.0,5.0,2.0,2.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,1,4,1.0,5.0
5773,5774,3.0,1.0,3.333333333333333,2.333333333333333,4.333333333333333,1.6666666666666667,2.0,0.0,1.3333333333333333,2.333333333333333,1.6666666666666667,0.3333333333333333,4.0,2.0,6.0,0.0,2.0,2.0,2.0,6.0,2.0,0.0,3.0,2.0,5.0,6.0,1,4,1.0,4.0
5774,5775,2.0,2.0,1.3333333333333333,2.6666666666666665,3.0,3.0,0.6666666666666666,0.0,1.3333333333333333,3.0,3.0,0.0,1.6666666666666667,5.0,5.0,0.0,2.0,5.0,2.0,3.0,2.0,5.0,0.0,5.0,0.0,2.0,1,4,0.0,4.0
5775,5776,2.0,1.0,0.0,1.0,1.3333333333333333,1.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,0.0,1.0,0.0,5.0,2.0,1,4,1.0,5.0
5776,5777,1.0,1.0,0.3333333333333333,2.0,2.333333333333333,1.0,1.3333333333333333,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,4.0,4.0,5.0,0.0,5.0,0.0,0.0,2.0,1,4,0.0,5.0
5777,5778,5.0,1.0,0.6666666666666666,1.6666666666666667,1.0,1.0,1.0,0.0,0.6666666666666666,3.333333333333333,2.0,1.0,0.0,2.0,4.0,0.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1,4,1.0,5.0
5778,5779,3.0,2.6666666666666665,1.3333333333333333,3.0,2.0,3.0,3.0,0.0,2.6666666666666665,3.0,2.0,0.0,1.3333333333333333,3.0,6.0,0.0,6.0,6.0,6.0,5.0,6.0,6.0,3.0,0.0,0.0,5.0,1,4,1.0,4.0
5779,5780,1.0,1.0,0.6666666666666666,2.0,2.333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,2.333333333333333,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,6.0,1,4,0.0,5.0
5780,5781,2.0,2.0,1.3333333333333333,2.6666666666666665,4.333333333333333,1.0,1.0,0.0,1.3333333333333333,3.0,3.0,0.0,2.6666666666666665,2.0,5.0,0.0,3.0,2.0,2.0,3.0,5.0,2.0,5.0,2.0,0.0,3.0,1,4,0.0,4.0
5781,5782,2.0,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,2.6666666666666665,0.0,1.0,2.0,2.0,0.0,6.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,0.0,5.0,0.0,6.0,2.0,1,4,1.0,4.0
5782,5783,2.0,1.0,0.6666666666666666,2.0,3.0,1.0,2.333333333333333,2.0,0.0,1.0,2.0,1.3333333333333333,0.0,1.0,4.0,6.0,1.0,4.0,5.0,5.0,4.0,0.0,6.0,0.0,5.0,5.0,0,4,1.0,4.0
5783,5784,2.0,2.0,1.3333333333333333,2.0,3.0,1.0,1.0,0.0,4.0,3.0,3.0,0.0,4.666666666666667,2.0,2.0,0.0,2.0,3.0,2.0,6.0,6.0,5.0,0.0,6.0,0.0,3.0,1,4,0.0,4.0
5784,5785,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,2.6666666666666665,0.0,0.6666666666666666,2.333333333333333,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,0.0,0.0,6.0,0,4,0.0,5.0
5785,5786,1.0,1.0,0.3333333333333333,2.0,2.0,1.3333333333333333,1.3333333333333333,0.0,0.0,3.333333333333333,2.0,0.3333333333333333,0.0,4.0,0.0,0.0,4.0,6.0,4.0,2.0,5.0,0.0,2.0,0.0,4.0,1.0,1,4,0.0,4.0
5786,5787,3.0,2.0,0.0,2.0,3.6666666666666665,3.0,0.0,0.0,2.6666666666666665,4.333333333333333,3.0,0.0,0.0,5.0,0.0,0.0,6.0,3.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1,4,1.0,5.0
5787,5788,2.0,1.0,0.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,5.0,0.0,0.0,5.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,1,4,0.0,4.0
5788,5789,1.0,1.0,0.3333333333333333,1.6666666666666667,3.0,1.0,1.0,0.6666666666666666,0.0,1.0,2.0,0.6666666666666666,0.0,2.0,0.0,0.0,5.0,5.0,5.0,2.0,4.0,0.0,5.0,0.0,4.0,3.0,1,4,0.0,5.0
5789,5790,2.0,2.0,0.0,2.6666666666666665,2.0,1.6666666666666667,0.0,0.0,1.3333333333333333,3.0,2.6666666666666665,0.0,1.3333333333333333,3.0,0.0,0.0,6.0,5.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,1,4,1.0,4.0
5790,5791,3.0,2.0,3.333333333333333,4.0,3.0,2.333333333333333,0.3333333333333333,0.0,2.6666666666666665,3.0,3.0,0.0,4.0,3.0,3.0,0.0,3.0,6.0,6.0,6.0,6.0,5.0,0.0,2.0,0.0,2.0,1,4,1.0,4.0
5791,5792,2.0,2.0,2.6666666666666665,3.0,3.0,1.3333333333333333,0.3333333333333333,0.0,4.0,3.0,3.0,0.0,1.3333333333333333,3.0,2.0,0.0,6.0,3.0,6.0,6.0,2.0,6.0,0.0,0.0,0.0,2.0,1,4,0.0,4.0
5792,5793,3.0,2.0,2.0,2.333333333333333,4.333333333333333,2.333333333333333,0.0,0.0,4.0,3.0,3.0,0.0,4.0,6.0,6.0,0.0,3.0,2.0,6.0,6.0,3.0,2.0,0.0,5.0,0.0,2.0,1,4,1.0,5.0
5793,5794,2.0,2.0,3.333333333333333,3.0,3.0,2.333333333333333,2.333333333333333,0.0,4.0,3.0,2.333333333333333,0.6666666666666666,1.3333333333333333,3.0,3.0,0.0,5.0,3.0,3.0,6.0,2.0,2.0,6.0,5.0,4.0,3.0,1,4,0.0,4.0
5794,5795,2.0,1.0,0.0,2.0,2.0,1.6666666666666667,1.0,0.0,0.6666666666666666,1.6666666666666667,1.0,0.0,0.0,4.0,0.0,0.0,5.0,5.0,4.0,4.0,6.0,0.0,2.0,0.0,0.0,2.0,1,4,0.0,4.0
5795,5796,1.0,1.0,1.3333333333333333,2.0,0.6666666666666666,1.0,1.6666666666666667,0.0,1.6666666666666667,1.0,2.0,2.0,0.0,1.0,1.0,0.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,5.0,1,4,1.0,4.0
5796,5797,2.0,2.0,0.0,4.0,2.0,1.0,2.0,0.0,0.0,3.0,2.6666666666666665,0.0,4.0,6.0,0.0,0.0,2.0,6.0,6.0,5.0,5.0,0.0,5.0,5.0,0.0,2.0,1,4,0.0,4.0
5797,5798,2.0,1.0,2.0,1.3333333333333333,3.0,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,2.333333333333333,2.0,0.0,0.0,5.0,2.0,0.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,0.0,0.0,2.0,1,4,0.0,5.0
5798,5799,1.0,1.0,2.6666666666666665,1.3333333333333333,3.0,1.3333333333333333,1.0,1.3333333333333333,0.0,3.0,2.0,2.0,0.0,2.0,4.0,4.0,1.0,1.0,4.0,5.0,5.0,0.0,5.0,0.0,5.0,1.0,1,4,1.0,4.0
5799,5800,5.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,1.0,2.0,0.0,0.6666666666666666,2.0,1.6666666666666667,0.0,2.0,0.0,5.0,2.0,4.0,4.0,1.0,5.0,0.0,2.0,0.0,1.0,1.0,1,4,0.0,5.0
5800,5801,5.0,2.0,0.0,2.6666666666666665,3.0,1.6666666666666667,0.6666666666666666,0.0,1.3333333333333333,3.0,3.0,0.0,2.6666666666666665,5.0,0.0,0.0,3.0,6.0,2.0,5.0,2.0,5.0,0.0,5.0,0.0,1.0,0,4,0.0,5.0
5801,5802,5.0,1.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,1.0,1.3333333333333333,0.0,4.0,0.0,0.0,4.0,0.0,1.0,4.0,1.0,0.0,5.0,0.0,4.0,2.0,0,4,1.0,4.0
5802,5803,1.0,1.6666666666666667,0.6666666666666666,2.0,3.0,1.6666666666666667,1.0,2.0,2.6666666666666665,3.0,1.6666666666666667,0.0,0.0,4.0,2.0,3.0,5.0,5.0,2.0,2.0,5.0,5.0,1.0,0.0,0.0,3.0,1,4,0.0,5.0
5803,5804,3.0,2.0,2.0,3.333333333333333,3.0,3.0,0.0,0.0,4.0,3.0,3.0,0.0,4.0,5.0,6.0,0.0,2.0,3.0,6.0,3.0,6.0,6.0,0.0,5.0,0.0,1.0,1,4,0.0,4.0
5804,5805,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.0,1.3333333333333333,4.0,0.0,0.0,5.0,4.0,1.0,6.0,1.0,2.0,4.0,0.0,0.0,6.0,1,4,1.0,4.0
5805,5806,2.0,1.0,0.0,2.0,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,1.3333333333333333,0.6666666666666666,0.0,5.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1,4,0.0,4.0
5806,5807,5.0,2.0,0.6666666666666666,4.0,3.0,3.0,0.0,0.0,1.3333333333333333,3.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,3.0,3.0,6.0,3.0,5.0,0.0,6.0,0.0,6.0,1,4,0.0,5.0
5807,5808,2.0,2.0,2.0,2.0,3.0,1.3333333333333333,1.0,0.0,2.6666666666666665,3.0,2.6666666666666665,0.3333333333333333,4.333333333333333,3.0,3.0,0.0,6.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,0.0,2.0,1,4,0.0,5.0
5808,5809,2.0,1.0,1.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,1.0,2.0,2.0,1.0,2.0,4.0,0.0,5.0,2.0,5.0,1.0,2.0,0.0,5.0,5.0,6.0,2.0,1,4,0.0,5.0
5809,5810,3.0,2.0,2.6666666666666665,4.0,3.6666666666666665,2.333333333333333,0.6666666666666666,0.0,1.3333333333333333,3.0,3.0,0.0,4.0,6.0,6.0,0.0,3.0,6.0,3.0,6.0,6.0,6.0,4.0,3.0,0.0,5.0,1,4,0.0,4.0
5810,5811,6.0,2.0,3.0,1.6666666666666667,3.0,1.0,3.0,2.333333333333333,4.0,3.0,3.0,0.6666666666666666,4.0,5.0,6.0,4.0,2.0,6.0,2.0,2.0,5.0,6.0,3.0,2.0,0.0,2.0,0,4,1.0,5.0
5811,5812,1.0,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.0,0.0,0.0,3.0,1.6666666666666667,1.0,0.0,2.0,2.0,0.0,2.0,2.0,5.0,5.0,2.0,0.0,5.0,0.0,3.0,3.0,1,4,0.0,5.0
5812,5813,6.0,2.0,2.6666666666666665,3.6666666666666665,3.0,1.6666666666666667,0.3333333333333333,0.0,2.6666666666666665,3.0,3.0,0.0,4.0,2.0,2.0,0.0,5.0,5.0,6.0,6.0,5.0,3.0,4.0,6.0,0.0,2.0,1,4,1.0,5.0
5813,5814,6.0,2.0,2.6666666666666665,4.0,3.0,1.0,0.3333333333333333,0.0,0.0,3.0,2.0,0.0,4.0,3.0,3.0,0.0,5.0,6.0,3.0,3.0,3.0,0.0,1.0,2.0,0.0,6.0,0,4,0.0,5.0
5814,5815,1.0,1.0,0.0,1.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.3333333333333333,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,1,4,0.0,5.0
5815,5816,6.0,2.0,2.0,3.0,3.0,1.6666666666666667,1.0,0.6666666666666666,4.0,3.0,3.0,0.0,2.6666666666666665,3.0,5.0,5.0,3.0,6.0,3.0,6.0,2.0,5.0,0.0,5.0,0.0,1.0,1,4,1.0,4.0
5816,5817,3.0,2.0,2.0,2.333333333333333,3.0,3.333333333333333,2.333333333333333,0.0,1.3333333333333333,3.0,2.6666666666666665,0.0,4.0,3.0,5.0,0.0,6.0,6.0,3.0,5.0,5.0,6.0,2.0,3.0,0.0,2.0,0,4,0.0,5.0
5817,5818,5.0,1.0,1.0,1.0,1.6666666666666667,2.333333333333333,0.6666666666666666,0.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,0.0,5.0,4.0,5.0,4.0,3.0,0.0,4.0,0.0,5.0,2.0,1,4,1.0,4.0
5818,5819,2.0,2.0,2.0,3.0,3.0,3.6666666666666665,1.6666666666666667,0.6666666666666666,1.3333333333333333,3.0,3.0,0.0,1.3333333333333333,6.0,5.0,0.0,6.0,3.0,6.0,6.0,6.0,2.0,6.0,5.0,0.0,1.0,1,4,0.0,5.0
5819,5820,6.0,2.0,0.0,2.0,3.0,1.3333333333333333,1.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,6.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,0,4,1.0,4.0
5820,5821,5.0,1.0,0.0,2.0,2.333333333333333,0.0,1.3333333333333333,0.0,1.3333333333333333,1.6666666666666667,2.0,0.0,0.0,5.0,0.0,0.0,6.0,4.0,4.0,5.0,0.0,5.0,2.0,0.0,0.0,5.0,1,4,1.0,4.0
5821,5822,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,2.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,1.0,2.0,0.0,0.0,2.0,1,4,0.0,5.0
5822,5823,3.0,2.0,2.6666666666666665,2.6666666666666665,5.0,3.0,1.0,0.0,1.3333333333333333,3.0,3.0,0.0,1.3333333333333333,6.0,6.0,0.0,6.0,3.0,3.0,3.0,6.0,0.0,2.0,5.0,0.0,2.0,1,4,0.0,4.0
5823,5824,3.0,2.0,2.6666666666666665,4.0,3.0,1.0,1.0,0.0,4.0,3.0,3.0,0.0,4.0,6.0,6.0,0.0,3.0,6.0,6.0,2.0,5.0,3.0,6.0,5.0,0.0,6.0,1,4,0.0,4.0
5824,5825,3.0,2.0,2.0,3.6666666666666665,3.0,3.0,1.3333333333333333,0.0,1.3333333333333333,3.0,3.0,0.0,4.0,6.0,6.0,0.0,3.0,6.0,6.0,6.0,6.0,3.0,4.0,5.0,0.0,6.0,0,4,0.0,4.0
5825,5826,2.0,2.0,1.3333333333333333,3.0,3.0,2.6666666666666665,0.6666666666666666,0.0,2.6666666666666665,3.333333333333333,3.0,0.0,4.0,5.0,0.0,0.0,3.0,6.0,2.0,5.0,3.0,3.0,0.0,2.0,0.0,1.0,1,4,1.0,5.0
5826,5827,2.0,1.0,0.6666666666666666,2.0,1.0,1.6666666666666667,1.0,2.0,0.0,1.0,2.0,0.6666666666666666,0.0,4.0,4.0,6.0,2.0,5.0,2.0,5.0,2.0,0.0,5.0,0.0,6.0,2.0,0,4,1.0,5.0
5827,5828,2.0,2.0,2.0,3.6666666666666665,3.0,2.0,1.6666666666666667,0.0,1.3333333333333333,3.0,3.0,0.3333333333333333,0.0,6.0,3.0,0.0,6.0,2.0,6.0,2.0,6.0,5.0,2.0,0.0,0.0,2.0,1,4,0.0,4.0
5828,5829,2.0,2.0,2.6666666666666665,3.6666666666666665,3.0,3.333333333333333,2.0,0.0,4.0,3.0,3.0,0.0,1.3333333333333333,6.0,2.0,0.0,6.0,5.0,6.0,5.0,6.0,2.0,6.0,0.0,0.0,6.0,1,4,0.0,4.0
5829,5830,3.0,2.0,2.6666666666666665,2.6666666666666665,3.0,2.333333333333333,1.0,1.0,2.6666666666666665,3.0,3.0,0.0,1.3333333333333333,6.0,3.0,0.0,6.0,6.0,6.0,3.0,3.0,6.0,3.0,6.0,0.0,2.0,0,4,1.0,5.0
5830,5831,5.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,3.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.0,3.0,2.333333333333333,0.0,2.6666666666666665,2.0,5.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,5.0,1.0,0.0,2.0,1,4,0.0,4.0
5831,5832,1.0,1.0,0.6666666666666666,1.0,3.0,1.0,3.0,2.0,0.6666666666666666,1.0,2.0,0.6666666666666666,1.3333333333333333,2.0,4.0,2.0,4.0,1.0,2.0,5.0,4.0,0.0,2.0,1.0,0.0,6.0,0,4,1.0,4.0
5832,5833,5.0,2.0,2.0,1.3333333333333333,3.0,2.333333333333333,0.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,2.0,0.0,2.0,5.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,1,4,1.0,5.0
5833,5834,2.0,1.0,1.3333333333333333,2.0,1.0,2.0,3.0,2.333333333333333,0.0,1.0,2.0,1.6666666666666667,0.0,5.0,5.0,2.0,2.0,5.0,2.0,5.0,5.0,0.0,6.0,0.0,5.0,2.0,1,4,0.0,5.0
5834,5835,3.0,1.0,2.0,1.6666666666666667,3.0,2.333333333333333,1.0,1.6666666666666667,4.0,3.0,2.0,0.0,4.0,5.0,6.0,1.0,2.0,6.0,3.0,6.0,3.0,2.0,1.0,6.0,0.0,6.0,1,4,1.0,5.0
5835,5836,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.333333333333333,1.0,0.0,0.0,5.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,1,4,0.0,5.0
5836,5837,1.0,1.0,1.3333333333333333,2.0,3.0,1.0,1.0,0.0,1.0,3.0,2.0,1.3333333333333333,0.0,2.0,5.0,0.0,2.0,5.0,2.0,5.0,5.0,1.0,5.0,0.0,5.0,6.0,1,4,0.0,5.0
5837,5838,2.0,1.0,1.6666666666666667,1.6666666666666667,3.0,1.3333333333333333,1.0,0.0,0.0,2.333333333333333,2.0,1.0,0.0,1.0,3.0,0.0,4.0,2.0,1.0,5.0,4.0,0.0,2.0,0.0,4.0,2.0,1,4,0.0,4.0
5838,5839,2.0,2.0,3.333333333333333,3.333333333333333,3.0,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,3.0,3.0,0.0,2.6666666666666665,5.0,5.0,0.0,3.0,2.0,5.0,2.0,5.0,0.0,3.0,1.0,0.0,2.0,1,4,1.0,4.0
5839,5840,2.0,1.0,0.3333333333333333,1.3333333333333333,1.0,1.0,1.0,1.3333333333333333,0.0,1.0,2.0,0.6666666666666666,0.0,5.0,0.0,5.0,2.0,2.0,2.0,5.0,4.0,0.0,2.0,0.0,0.0,4.0,0,4,1.0,5.0
5840,5841,5.0,2.0,2.0,1.6666666666666667,3.0,1.0,0.3333333333333333,0.6666666666666666,0.0,3.0,3.0,0.0,1.3333333333333333,2.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,0.0,4.0,4.0,0.0,2.0,1,4,0.0,4.0
5841,5842,3.0,2.0,1.3333333333333333,3.0,4.333333333333333,1.0,2.0,0.0,4.0,3.0,3.0,0.0,2.6666666666666665,6.0,3.0,0.0,3.0,6.0,6.0,3.0,3.0,6.0,6.0,1.0,0.0,2.0,1,4,0.0,4.0
5842,5843,1.0,1.0,0.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.0,0.0,0.6666666666666666,2.333333333333333,1.6666666666666667,0.0,0.0,4.0,0.0,0.0,5.0,4.0,4.0,0.0,5.0,0.0,5.0,0.0,0.0,2.0,0,4,1.0,5.0
5843,5844,1.0,1.0,1.6666666666666667,2.0,1.3333333333333333,1.0,1.0,1.6666666666666667,1.0,3.0,2.0,0.6666666666666666,0.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,4.0,0.0,5.0,0.0,4.0,5.0,1,4,0.0,4.0
5844,5845,5.0,1.0,1.3333333333333333,2.0,1.0,3.0,0.0,0.0,1.3333333333333333,1.0,2.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,5.0,1,4,1.0,5.0
5845,5846,3.0,1.0,0.3333333333333333,1.3333333333333333,4.333333333333333,1.6666666666666667,0.6666666666666666,0.0,4.0,3.0,2.0,0.0,4.0,5.0,4.0,0.0,1.0,5.0,5.0,6.0,6.0,6.0,4.0,2.0,0.0,5.0,1,4,1.0,4.0
5846,5847,3.0,1.6666666666666667,3.333333333333333,3.333333333333333,3.6666666666666665,2.6666666666666665,2.333333333333333,0.0,2.6666666666666665,3.0,2.0,1.3333333333333333,4.0,2.0,6.0,0.0,6.0,6.0,3.0,6.0,3.0,3.0,6.0,3.0,4.0,2.0,1,4,0.0,4.0
5847,5848,2.0,2.0,1.3333333333333333,1.0,3.6666666666666665,2.333333333333333,3.0,0.0,2.6666666666666665,3.0,3.0,0.6666666666666666,0.0,5.0,0.0,0.0,2.0,3.0,5.0,6.0,2.0,5.0,3.0,0.0,4.0,2.0,0,4,1.0,4.0
5848,5849,2.0,1.0,0.6666666666666666,2.0,0.0,1.3333333333333333,1.0,0.0,1.0,3.0,2.0,0.3333333333333333,0.0,2.0,4.0,0.0,4.0,5.0,2.0,0.0,2.0,1.0,5.0,0.0,0.0,2.0,1,4,0.0,5.0
5849,5850,3.0,2.0,0.0,4.0,3.0,0.3333333333333333,0.0,0.0,0.0,3.0,3.0,0.0,4.0,3.0,0.0,0.0,3.0,6.0,3.0,3.0,2.0,0.0,0.0,3.0,0.0,2.0,1,4,1.0,4.0
5850,5851,2.0,2.0,2.0,4.0,3.0,2.333333333333333,0.3333333333333333,0.0,1.3333333333333333,3.0,3.0,0.0,4.666666666666667,3.0,6.0,0.0,3.0,6.0,3.0,5.0,6.0,0.0,4.0,3.0,0.0,2.0,1,4,0.0,4.0
5851,5852,3.0,2.0,1.6666666666666667,2.0,3.0,2.0,0.6666666666666666,0.0,4.0,3.0,2.6666666666666665,0.0,4.0,3.0,5.0,0.0,3.0,3.0,3.0,2.0,6.0,5.0,5.0,6.0,0.0,6.0,1,4,0.0,5.0
5852,5853,3.0,2.0,1.3333333333333333,4.0,3.6666666666666665,1.0,1.6666666666666667,0.0,4.0,3.0,2.6666666666666665,0.0,4.0,6.0,5.0,0.0,6.0,5.0,6.0,5.0,6.0,5.0,3.0,3.0,0.0,5.0,0,4,0.0,4.0
5853,5854,1.0,1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,0.0,0.6666666666666666,1.0,2.0,0.6666666666666666,0.0,4.0,5.0,0.0,4.0,4.0,5.0,1.0,1.0,1.0,5.0,0.0,4.0,1.0,1,4,0.0,4.0
5854,5855,1.0,1.0,1.0,2.0,1.6666666666666667,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,4.0,0.0,4.0,5.0,5.0,4.0,1.0,2.0,5.0,0.0,4.0,1.0,1,4,0.0,5.0
5855,5856,5.0,1.0,0.6666666666666666,1.3333333333333333,3.0,1.0,1.0,1.0,1.3333333333333333,2.333333333333333,2.0,1.3333333333333333,0.0,2.0,5.0,0.0,2.0,5.0,5.0,6.0,1.0,4.0,5.0,0.0,6.0,4.0,1,4,1.0,5.0
5856,5857,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1,4,1.0,5.0
5857,5858,2.0,1.0,1.0,1.0,0.3333333333333333,1.6666666666666667,2.0,2.333333333333333,1.3333333333333333,1.6666666666666667,2.0,1.0,1.3333333333333333,2.0,4.0,3.0,5.0,5.0,2.0,1.0,5.0,2.0,5.0,0.0,5.0,4.0,1,4,1.0,5.0
5858,5859,5.0,2.0,0.0,1.6666666666666667,3.0,2.6666666666666665,1.0,1.6666666666666667,1.3333333333333333,3.0,2.6666666666666665,0.0,0.0,5.0,0.0,5.0,2.0,5.0,2.0,2.0,2.0,4.0,6.0,0.0,0.0,2.0,1,4,1.0,5.0
5859,5860,2.0,1.0,1.6666666666666667,2.0,1.3333333333333333,1.0,1.0,0.6666666666666666,0.0,1.0,2.0,0.3333333333333333,0.0,5.0,3.0,3.0,2.0,5.0,5.0,2.0,2.0,0.0,2.0,0.0,5.0,2.0,0,4,0.0,5.0
5860,5861,6.0,1.3333333333333333,1.3333333333333333,1.0,2.0,2.0,0.6666666666666666,0.0,2.6666666666666665,3.0,2.0,0.0,4.0,5.0,1.0,0.0,5.0,3.0,2.0,6.0,5.0,5.0,5.0,2.0,0.0,5.0,1,4,1.0,4.0
5861,5862,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,5.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,3.0,2.0,1,4,1.0,4.0
5862,5863,2.0,2.0,3.333333333333333,2.333333333333333,4.333333333333333,1.0,1.0,0.6666666666666666,1.3333333333333333,3.333333333333333,2.6666666666666665,1.3333333333333333,0.0,2.0,2.0,3.0,5.0,6.0,5.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1,4,0.0,4.0
