,CUSTNO,GENDER,AGE,가공_avg,가구/인테_avg,일상_avg,스포츠_avg,패션잡화_avg,교육/문화_avg,기타_avg,가전_avg,의류_avg,신선_avg,의약품_avg,사치품_avg,avg_grade,food_grade,fun_grade,etc_grade,fresh_grade,fashion_grade,necce_grade,sport_grade,stuff_grade,digital_grade,edu_grade,high_grade,medi_grade,fre_grade,R_grade,target_grade
3240,3241,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,6.0,5.0,1.0
3241,3242,0.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,0.0,1.0,3.0,3.0,0.0,2.0,1.0,5.0,6.0,1.0,5.0,4.0,2.0,5.0,0.0,5.0,0.0,4.0,2.0,5.0,0.0
3242,3243,0.0,5.0,1.0,2.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,3.0,0.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,0.0,5.0,0.0,6.0,1.0,4.0,0.0
3243,3244,1.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,6.0,1.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0
3244,3245,1.0,5.0,3.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,5.0,5.0,2.0,5.0,2.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0
3245,3246,1.0,5.0,4.0,8.0,5.0,5.0,3.0,3.0,0.0,5.0,5.0,5.0,0.0,7.0,2.0,6.0,6.0,0.0,2.0,3.0,6.0,6.0,3.0,3.0,6.0,2.0,0.0,2.0,5.0,0.0
3246,3247,1.0,5.0,4.0,5.0,8.0,5.0,4.0,2.0,2.0,8.0,5.0,7.0,0.0,6.0,3.0,6.0,6.0,4.0,3.0,6.0,6.0,3.0,6.0,3.0,3.0,3.0,0.0,2.0,5.0,0.0
3247,3248,1.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,5.0,1.0,2.0,2.0,2.0,0.0,5.0,1.0,6.0,2.0,4.0,0.0
3248,3249,1.0,5.0,4.0,1.0,6.0,9.0,6.0,0.0,0.0,5.0,5.0,4.0,1.0,6.0,3.0,3.0,2.0,0.0,4.0,6.0,2.0,3.0,6.0,5.0,4.0,3.0,4.0,5.0,4.0,1.0
3249,3250,1.0,5.0,4.0,5.0,7.0,5.0,6.0,0.0,0.0,8.0,5.0,7.0,0.0,2.0,3.0,3.0,6.0,0.0,3.0,6.0,3.0,5.0,6.0,2.0,1.0,5.0,0.0,5.0,4.0,1.0
3250,3251,1.0,5.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0,0.0,2.0,1.0,2.0,4.0,2.0,4.0,5.0,1.0,4.0,0.0,1.0,0.0,2.0,5.0,4.0,0.0
3251,3252,1.0,5.0,4.0,1.0,7.0,3.0,0.0,4.0,0.0,3.0,5.0,7.0,0.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,6.0,2.0,1.0,4.0,6.0,5.0,0.0,2.0,5.0,0.0
3252,3253,1.0,5.0,3.0,4.0,8.0,5.0,5.0,2.0,0.0,8.0,5.0,5.0,0.0,4.0,3.0,6.0,6.0,0.0,6.0,6.0,6.0,2.0,3.0,6.0,6.0,2.0,0.0,2.0,4.0,0.0
3253,3254,1.0,5.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,5.0,0.0,4.0,2.0,5.0,2.0,5.0,1.0,1.0,5.0,0.0,6.0,5.0,1.0
3254,3255,1.0,5.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0
3255,3256,1.0,5.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,5.0,0.0
3256,3257,0.0,5.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,4.0,2.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
3257,3258,1.0,5.0,4.0,8.0,1.0,5.0,5.0,5.0,1.0,8.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,6.0,3.0,6.0,5.0,0.0
3258,3259,1.0,5.0,1.0,0.0,4.0,3.0,4.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,6.0,5.0,6.0,6.0,5.0,0.0,0.0,0.0,2.0,5.0,1.0
3259,3260,1.0,5.0,3.0,7.0,4.0,5.0,2.0,0.0,0.0,3.0,5.0,7.0,0.0,2.0,2.0,5.0,2.0,0.0,3.0,5.0,5.0,2.0,2.0,4.0,0.0,2.0,2.0,6.0,5.0,0.0
3260,3261,1.0,5.0,1.0,0.0,4.0,5.0,1.0,2.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,5.0,4.0,0.0,2.0,5.0,2.0,3.0,4.0,0.0,4.0,0.0,5.0,5.0,5.0,0.0
3261,3262,1.0,5.0,1.0,0.0,4.0,5.0,2.0,3.0,4.0,0.0,4.0,4.0,1.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,5.0,0.0,5.0,2.0,4.0,1.0
3262,3263,0.0,5.0,1.0,1.0,4.0,2.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,1.0,5.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,4.0,0.0
3263,3264,1.0,5.0,1.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,3.0,0.0,2.0,5.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,4.0,2.0,5.0,0.0
3264,3265,1.0,5.0,1.0,4.0,7.0,6.0,2.0,1.0,0.0,5.0,5.0,4.0,3.0,4.0,2.0,3.0,2.0,0.0,5.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,2.0,4.0,1.0
3265,3266,0.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,0.0,1.0,4.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,4.0,0.0
3266,3267,0.0,5.0,4.0,8.0,5.0,5.0,1.0,0.0,0.0,4.0,5.0,7.0,0.0,2.0,5.0,6.0,6.0,0.0,3.0,6.0,6.0,6.0,6.0,5.0,0.0,2.0,0.0,2.0,5.0,0.0
3267,3268,1.0,5.0,4.0,4.0,7.0,3.0,4.0,0.0,0.0,8.0,5.0,7.0,0.0,2.0,6.0,6.0,2.0,0.0,5.0,3.0,6.0,5.0,3.0,2.0,0.0,1.0,0.0,5.0,4.0,1.0
3268,3269,1.0,5.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,4.0,3.0,0.0,2.0,5.0,5.0,2.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0
3269,3270,1.0,5.0,1.0,0.0,4.0,4.0,5.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,4.0,2.0,6.0,4.0,4.0,0.0,6.0,2.0,4.0,1.0
3270,3271,0.0,5.0,1.0,3.0,4.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,6.0,2.0,5.0,6.0,5.0,2.0,5.0,3.0,1.0,5.0,5.0,5.0,3.0,2.0,6.0,5.0,1.0
3271,3272,1.0,5.0,4.0,5.0,4.0,6.0,2.0,1.0,3.0,3.0,5.0,7.0,0.0,4.0,2.0,6.0,5.0,1.0,5.0,2.0,6.0,2.0,2.0,4.0,4.0,2.0,0.0,2.0,5.0,0.0
3272,3273,1.0,5.0,1.0,0.0,3.0,5.0,1.0,4.0,3.0,0.0,1.0,4.0,1.0,3.0,2.0,5.0,1.0,5.0,2.0,4.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,1.0
3273,3274,1.0,5.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,5.0,7.0,0.0,2.0,1.0,2.0,5.0,0.0,2.0,4.0,2.0,5.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,1.0
3274,3275,1.0,5.0,4.0,5.0,7.0,6.0,2.0,0.0,0.0,5.0,5.0,7.0,0.0,4.0,2.0,3.0,5.0,0.0,2.0,6.0,6.0,6.0,3.0,5.0,1.0,5.0,0.0,5.0,4.0,0.0
3275,3276,1.0,5.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,4.0,2.0,1.0,5.0,0.0,2.0,2.0,2.0,2.0,5.0,0.0
3276,3277,1.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,5.0,7.0,0.0,2.0,3.0,2.0,5.0,0.0,6.0,6.0,5.0,6.0,3.0,0.0,6.0,2.0,0.0,2.0,4.0,1.0
3277,3278,1.0,5.0,2.0,7.0,2.0,5.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,3.0,5.0,3.0,0.0,5.0,6.0,5.0,3.0,5.0,0.0,1.0,5.0,0.0,3.0,4.0,0.0
3278,3279,1.0,5.0,4.0,4.0,5.0,8.0,5.0,0.0,0.0,3.0,5.0,7.0,0.0,6.0,3.0,3.0,6.0,0.0,3.0,6.0,5.0,6.0,6.0,5.0,4.0,3.0,0.0,2.0,5.0,0.0
3279,3280,1.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,6.0,5.0,5.0,7.0,0.0,6.0,5.0,5.0,2.0,6.0,3.0,5.0,3.0,2.0,3.0,5.0,5.0,6.0,0.0,6.0,5.0,1.0
3280,3281,1.0,5.0,1.0,3.0,4.0,3.0,6.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,4.0,6.0,0.0,4.0,5.0,4.0,5.0,6.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0
3281,3282,1.0,5.0,1.0,3.0,3.0,0.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,0.0,4.0,4.0,4.0,1.0
3282,3283,1.0,5.0,4.0,8.0,7.0,9.0,2.0,1.0,0.0,5.0,5.0,7.0,3.0,4.0,3.0,6.0,3.0,0.0,6.0,6.0,6.0,3.0,6.0,3.0,4.0,6.0,5.0,5.0,4.0,1.0
3283,3284,1.0,5.0,1.0,1.0,4.0,0.0,4.0,7.0,2.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,2.0,6.0,0.0,3.0,5.0,4.0,1.0,5.0,0.0
3284,3285,1.0,5.0,1.0,5.0,1.0,5.0,3.0,0.0,0.0,0.0,5.0,4.0,3.0,0.0,2.0,2.0,6.0,0.0,2.0,3.0,5.0,3.0,5.0,0.0,0.0,0.0,5.0,2.0,5.0,0.0
3285,3286,0.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,4.0,3.0,0.0,2.0,4.0,4.0,6.0,5.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,4.0,0.0
3286,3287,1.0,5.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,5.0,7.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0
3287,3288,1.0,5.0,4.0,7.0,4.0,9.0,2.0,0.0,0.0,3.0,5.0,7.0,0.0,2.0,2.0,3.0,5.0,0.0,2.0,2.0,2.0,5.0,2.0,4.0,0.0,1.0,0.0,2.0,5.0,0.0
3288,3289,1.0,5.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0
3289,3290,0.0,5.0,4.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,5.0,1.0,5.0,2.0,2.0,0.0,4.0,0.0,0.0,4.0,4.0,1.0
3290,3291,0.0,5.0,4.0,5.0,7.0,5.0,3.0,0.0,0.0,3.0,5.0,7.0,0.0,4.0,2.0,5.0,6.0,0.0,3.0,5.0,3.0,5.0,3.0,2.0,0.0,5.0,0.0,2.0,5.0,1.0
3291,3292,1.0,5.0,4.0,1.0,8.0,6.0,5.0,0.0,0.0,8.0,5.0,7.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,6.0,3.0,3.0,5.0,0.0,1.0,1.0,1.0,4.0,1.0
3292,3293,1.0,5.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,4.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,5.0,5.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,0.0
3293,3294,1.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,0.0,0.0,5.0,7.0,0.0,6.0,3.0,6.0,6.0,0.0,3.0,3.0,3.0,5.0,3.0,0.0,2.0,3.0,0.0,6.0,4.0,0.0
3294,3295,1.0,5.0,4.0,5.0,8.0,8.0,2.0,2.0,0.0,8.0,5.0,1.0,0.0,2.0,3.0,3.0,6.0,0.0,4.0,3.0,3.0,6.0,5.0,3.0,6.0,4.0,0.0,5.0,5.0,0.0
3295,3296,1.0,5.0,4.0,5.0,6.0,5.0,5.0,1.0,1.0,8.0,5.0,7.0,2.0,5.0,2.0,6.0,6.0,1.0,6.0,5.0,6.0,2.0,2.0,6.0,4.0,3.0,2.0,5.0,5.0,0.0
3296,3297,1.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,0.0,8.0,5.0,4.0,1.0,7.0,3.0,5.0,3.0,0.0,2.0,3.0,6.0,5.0,6.0,3.0,2.0,3.0,4.0,5.0,4.0,0.0
3297,3298,1.0,5.0,4.0,5.0,5.0,2.0,4.0,1.0,0.0,3.0,6.0,7.0,0.0,2.0,2.0,3.0,3.0,0.0,6.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0
3298,3299,1.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,0.0,6.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,0.0,5.0,5.0,1.0
3299,3300,1.0,5.0,1.0,0.0,4.0,3.0,2.0,1.0,0.0,5.0,3.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,0.0,0.0,2.0,4.0,0.0
3300,3301,1.0,5.0,1.0,1.0,4.0,0.0,3.0,5.0,4.0,3.0,1.0,4.0,6.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,6.0,2.0,5.0,0.0
3301,3302,1.0,5.0,1.0,2.0,4.0,5.0,3.0,0.0,0.0,0.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,0.0,5.0,2.0,5.0,2.0,2.0,0.0,0.0,2.0,6.0,2.0,5.0,0.0
3302,3303,1.0,5.0,4.0,4.0,7.0,5.0,5.0,1.0,0.0,8.0,5.0,7.0,1.0,6.0,3.0,6.0,6.0,0.0,3.0,3.0,6.0,6.0,6.0,3.0,3.0,2.0,2.0,6.0,4.0,0.0
3303,3304,1.0,5.0,1.0,0.0,5.0,1.0,3.0,1.0,6.0,0.0,2.0,4.0,3.0,0.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,2.0,2.0,0.0,5.0,0.0,5.0,4.0,3.0,0.0
3304,3305,0.0,5.0,4.0,7.0,8.0,5.0,5.0,1.0,0.0,5.0,5.0,7.0,0.0,2.0,6.0,3.0,2.0,0.0,6.0,6.0,3.0,3.0,6.0,6.0,2.0,2.0,0.0,2.0,4.0,0.0
3305,3306,1.0,5.0,4.0,7.0,5.0,9.0,5.0,4.0,0.0,5.0,5.0,7.0,0.0,4.0,2.0,6.0,3.0,0.0,3.0,3.0,6.0,3.0,6.0,6.0,3.0,5.0,0.0,2.0,5.0,0.0
3306,3307,1.0,5.0,2.0,4.0,7.0,5.0,1.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,2.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0
3307,3308,1.0,5.0,4.0,5.0,3.0,8.0,2.0,1.0,0.0,8.0,5.0,7.0,0.0,6.0,3.0,6.0,5.0,0.0,3.0,6.0,5.0,6.0,2.0,5.0,4.0,6.0,0.0,4.0,5.0,1.0
3308,3309,0.0,5.0,4.0,0.0,5.0,5.0,3.0,0.0,0.0,8.0,5.0,4.0,0.0,2.0,3.0,6.0,4.0,0.0,5.0,3.0,5.0,2.0,2.0,2.0,0.0,5.0,0.0,5.0,4.0,1.0
3309,3310,1.0,5.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,5.0,7.0,0.0,0.0,1.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,5.0,0.0,0.0,1.0,4.0,1.0
3310,3311,1.0,5.0,4.0,7.0,6.0,6.0,1.0,2.0,1.0,8.0,5.0,6.0,0.0,6.0,2.0,5.0,6.0,5.0,5.0,3.0,2.0,5.0,6.0,5.0,2.0,5.0,0.0,3.0,4.0,0.0
3311,3312,1.0,5.0,4.0,4.0,4.0,6.0,1.0,0.0,0.0,3.0,5.0,7.0,0.0,6.0,2.0,2.0,5.0,0.0,6.0,5.0,6.0,2.0,5.0,5.0,0.0,3.0,0.0,6.0,4.0,1.0
3312,3313,1.0,5.0,1.0,2.0,4.0,5.0,4.0,1.0,3.0,0.0,3.0,4.0,0.0,4.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,2.0,5.0,0.0,4.0,1.0,0.0,1.0,5.0,0.0
3313,3314,0.0,5.0,1.0,0.0,4.0,2.0,4.0,0.0,5.0,0.0,1.0,4.0,3.0,0.0,2.0,2.0,2.0,6.0,2.0,4.0,5.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0
3314,3315,0.0,5.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,5.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0
3315,3316,1.0,5.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,5.0,6.0,5.0,2.0,5.0,4.0,3.0,0.0,2.0,0.0,4.0,2.0,4.0,0.0
3316,3317,1.0,5.0,4.0,5.0,7.0,5.0,4.0,0.0,0.0,8.0,5.0,7.0,0.0,2.0,3.0,6.0,5.0,0.0,3.0,3.0,3.0,2.0,6.0,2.0,0.0,6.0,0.0,3.0,5.0,1.0
3317,3318,1.0,5.0,4.0,3.0,7.0,5.0,5.0,0.0,2.0,0.0,5.0,6.0,0.0,0.0,6.0,3.0,5.0,4.0,2.0,6.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0
3318,3319,1.0,5.0,1.0,0.0,3.0,0.0,2.0,1.0,7.0,0.0,1.0,4.0,3.0,0.0,2.0,5.0,0.0,3.0,5.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,5.0,1.0,5.0,1.0
3319,3320,1.0,5.0,1.0,1.0,3.0,5.0,1.0,2.0,0.0,1.0,2.0,4.0,1.0,0.0,5.0,5.0,5.0,0.0,4.0,4.0,5.0,6.0,1.0,1.0,5.0,0.0,1.0,6.0,5.0,1.0
3320,3321,1.0,5.0,4.0,7.0,4.0,8.0,4.0,0.0,1.0,8.0,5.0,6.0,0.0,4.0,3.0,2.0,3.0,5.0,2.0,3.0,6.0,3.0,6.0,3.0,4.0,6.0,0.0,4.0,4.0,1.0
3321,3322,1.0,5.0,4.0,7.0,5.0,5.0,2.0,1.0,0.0,0.0,5.0,7.0,1.0,2.0,5.0,5.0,5.0,0.0,6.0,5.0,5.0,5.0,5.0,0.0,1.0,4.0,2.0,2.0,4.0,1.0
3322,3323,1.0,5.0,1.0,3.0,4.0,4.0,1.0,0.0,1.0,3.0,1.0,4.0,0.0,2.0,5.0,5.0,2.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,4.0,5.0,0.0
3323,3324,0.0,5.0,1.0,0.0,3.0,4.0,1.0,2.0,0.0,4.0,1.0,2.0,3.0,0.0,5.0,2.0,1.0,0.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,0.0,6.0,2.0,4.0,1.0
3324,3325,1.0,5.0,4.0,8.0,4.0,9.0,5.0,0.0,0.0,5.0,5.0,6.0,0.0,4.0,3.0,6.0,3.0,0.0,2.0,3.0,5.0,6.0,2.0,3.0,1.0,5.0,4.0,6.0,4.0,0.0
3325,3326,1.0,5.0,4.0,0.0,3.0,4.0,3.0,3.0,5.0,0.0,2.0,4.0,0.0,1.0,1.0,5.0,1.0,5.0,2.0,4.0,4.0,2.0,2.0,0.0,1.0,4.0,0.0,2.0,5.0,0.0
3326,3327,1.0,5.0,4.0,7.0,7.0,5.0,5.0,3.0,0.0,8.0,5.0,7.0,0.0,8.0,6.0,3.0,3.0,0.0,6.0,6.0,3.0,3.0,6.0,3.0,2.0,2.0,0.0,1.0,4.0,1.0
3327,3328,0.0,5.0,4.0,8.0,8.0,5.0,7.0,3.0,0.0,8.0,5.0,7.0,0.0,2.0,2.0,2.0,2.0,0.0,6.0,2.0,3.0,5.0,3.0,2.0,2.0,1.0,0.0,2.0,4.0,0.0
3328,3329,1.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,6.0,5.0,6.0,0.0,3.0,6.0,2.0,2.0,3.0,0.0,5.0,0.0,0.0,2.0,4.0,0.0
3329,3330,1.0,5.0,1.0,0.0,4.0,2.0,1.0,5.0,1.0,3.0,1.0,4.0,3.0,0.0,2.0,4.0,4.0,2.0,1.0,5.0,5.0,1.0,5.0,1.0,2.0,0.0,6.0,1.0,4.0,0.0
3330,3331,0.0,5.0,1.0,5.0,5.0,6.0,1.0,3.0,2.0,5.0,5.0,4.0,0.0,0.0,2.0,5.0,5.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,0.0,0.0,3.0,4.0,0.0
3331,3332,0.0,5.0,4.0,5.0,6.0,6.0,5.0,0.0,0.0,3.0,5.0,7.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,5.0,0.0,5.0,5.0,0.0
3332,3333,1.0,5.0,1.0,0.0,4.0,1.0,3.0,1.0,4.0,0.0,1.0,4.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,5.0,5.0,1.0,5.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0
3333,3334,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,2.0,4.0,4.0,0.0,2.0,5.0,1.0,0.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,5.0,0.0
3334,3335,1.0,5.0,2.0,4.0,2.0,5.0,5.0,1.0,0.0,1.0,5.0,6.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,6.0,5.0,3.0,3.0,1.0,6.0,0.0,5.0,2.0,4.0,1.0
3335,3336,1.0,5.0,4.0,5.0,5.0,5.0,1.0,0.0,0.0,8.0,5.0,6.0,0.0,6.0,2.0,5.0,6.0,0.0,5.0,5.0,5.0,2.0,2.0,5.0,0.0,2.0,0.0,4.0,5.0,1.0
3336,3337,1.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,2.0,4.0,4.0,2.0,1.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,4.0,0.0
3337,3338,1.0,5.0,1.0,3.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,5.0,4.0,5.0,2.0,5.0,2.0,5.0,0.0,0.0,5.0,4.0,0.0
3338,3339,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,5.0,5.0,1.0
3339,3340,1.0,5.0,4.0,5.0,8.0,8.0,4.0,0.0,0.0,5.0,5.0,4.0,0.0,7.0,3.0,3.0,5.0,0.0,3.0,6.0,6.0,3.0,3.0,6.0,0.0,3.0,0.0,2.0,4.0,0.0
3340,3341,1.0,5.0,1.0,1.0,4.0,0.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,5.0,5.0,1.0,5.0,2.0,5.0,2.0,2.0,4.0,1.0,5.0,2.0,6.0,5.0,1.0
3341,3342,1.0,5.0,2.0,5.0,3.0,3.0,6.0,0.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,4.0,0.0
3342,3343,1.0,5.0,4.0,0.0,8.0,6.0,3.0,0.0,0.0,0.0,5.0,7.0,2.0,6.0,3.0,3.0,0.0,0.0,5.0,2.0,6.0,6.0,5.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0
3343,3344,1.0,5.0,4.0,3.0,4.0,5.0,3.0,0.0,0.0,8.0,5.0,7.0,1.0,6.0,3.0,5.0,5.0,0.0,6.0,5.0,5.0,5.0,6.0,3.0,0.0,6.0,2.0,5.0,5.0,0.0
3344,3345,1.0,5.0,3.0,1.0,2.0,5.0,1.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,2.0,6.0,5.0,5.0,5.0,6.0,6.0,4.0,2.0,2.0,5.0,6.0,4.0,1.0
3345,3346,1.0,5.0,3.0,5.0,5.0,3.0,1.0,1.0,0.0,5.0,5.0,4.0,1.0,2.0,6.0,5.0,2.0,0.0,6.0,6.0,5.0,3.0,5.0,6.0,4.0,5.0,2.0,2.0,4.0,1.0
3346,3347,1.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,1.0
3347,3348,1.0,5.0,4.0,7.0,8.0,6.0,2.0,0.0,0.0,8.0,5.0,7.0,0.0,6.0,2.0,3.0,2.0,0.0,6.0,3.0,3.0,3.0,2.0,6.0,0.0,5.0,0.0,2.0,4.0,0.0
3348,3349,1.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,4.0,5.0,0.0,2.0,5.0,5.0,0.0,5.0,5.0,2.0,1.0,5.0,1.0,5.0,0.0,6.0,1.0,4.0,0.0
